b636999c-23e0-44c4-8b97-0610e771b7d9,Income Travel Insurance Deluxe,single,41.82,,10000.00,500000.00,1200.00,5000.00,,f,,https://www.income.com.sg/buy/travel-insurance,,
6a9422b4-31a9-4868-8def-9cb16c637bf5,MSIG Lite,single,16.87,,0.00,0.00,100.00,1000.00,,f,,https://e-insure2.msig.sg/cp/product/msig/TRAVEL/TRNamedTravelEasyV1,,
3a1b2971-ad9d-40de-b3c1-af2ea19be78c,MSIG Elite,single,37.12,,10000.00,50000.00,1000.00,5000.00,,f,,https://e-insure2.msig.sg/cp/product/msig/TRAVEL/TRNamedTravelEasyV1,,
7c105355-0a5f-4fc6-8eb5-824dd09d3203,MSIG Standard,single,25.42,,5000.00,25000.00,600.00,3000.00,,f,,https://e-insure2.msig.sg/cp/product/msig/TRAVEL/TRNamedTravelEasyV1,,
daedc227-c7a1-45af-be98-355110158385,MSIG Premier,single,52.20,,15000.00,75000.00,1500.00,7500.00,,f,,https://e-insure2.msig.sg/cp/product/msig/TRAVEL/TRNamedTravelEasyV1,,
048f05bf-4a0d-4581-9265-615d46f0f8bf,Allianz Travel Insurance Basic,single,29.50,,1500.00,200000.00,250.00,1000.00,,f,,https://buy.allianz-assistance.com.sg/B2C/TRAVEL/SG/step-1?pc=flash50,,
867b54df-e596-4fb5-9174-a9db9f25b12c,HLAS Travel Protect360 Basic,single,29.00,,5000.00,10000.00,800.00,3000.00,,f,,https://app.hlas.com.sg/travel-protect360/quote,,
dd346c28-9530-429b-8647-ac7fdafe4092,HLAS Travel Protect360 Superior,single,53.00,,12000.00,20000.00,1200.00,7000.00,,f,,https://app.hlas.com.sg/travel-protect360/quote,,
5ef2894d-0b13-4a05-b8d9-0e85b8a79abb,HLAS Travel Protect360 Enhanced,single,39.50,,7000.00,15000.00,1000.00,5000.00,,f,,https://app.hlas.com.sg/travel-protect360/quote,,
aa25ec25-963c-4a88-8505-18a9e9382b96,Zurich Basic,single,25.30,,2500.00,50000.00,200.00,2000.00,,f,,https://web.edge.zurich.com.sg/travel/quote,,
55f0eed4-287f-460a-904a-8a0ec61005b4,Zurich Prestige,single,42.98,,7500.00,250000.00,800.00,5000.00,,f,,https://web.edge.zurich.com.sg/travel/quote,,
4044cdf3-3dc8-4459-adbe-67dc14b563e1,Zurich Essential,single,32.87,,5000.00,125000.00,400.00,3000.00,,f,,https://web.edge.zurich.com.sg/travel/quote,,
6da52605-d9ae-4fe2-b540-ff885a1a0c2e,Direct Asia Voyager 150,single,21.00,,3000.00,150000.00,1000.00,1000.00,,f,,https://www.directasia.com/,,
5aa5a36a-c532-4ce6-9aee-3e715cbce761,Direct Asia Voyager 500,single,32.55,,15000.00,500000.00,1000.00,5000.00,,f,,https://www.directasia.com/,,
24909683-0ffa-4844-89de-e8157f7a4be0,Direct Asia Voyager 250,single,24.15,,10000.00,250000.00,1000.00,3000.00,,f,,https://www.directasia.com/,,
087b5fa4-961a-4094-9080-cc4a2d16d0d9,Starr TraveLead Comprehensive Bronze,single,53.04,,5000.00,15000.00,400.00,3000.00,t,f,,https://www.starrinsurance.com.sg/,,https://www.starrinsurance.com.sg/static/products/pdf/starr_sg/Product%20Brochure_20191121%20(with%20addon).pdf
4f8345ab-a088-4e0d-8ccd-b66e6e66ab54,Starr TraveLead Comprehensive Silver,single,63.96,,10000.00,20000.00,800.00,5000.00,t,f,,https://www.starrinsurance.com.sg/,,https://www.starrinsurance.com.sg/static/products/pdf/starr_sg/Product%20Brochure_20191121%20(with%20addon).pdf
c97277d0-9d90-4b42-9e16-31f63734aff3,Starr TraveLead Comprehensive Gold,single,82.68,,15000.00,50000.00,1200.00,7500.00,t,f,,https://www.starrinsurance.com.sg/,,https://www.starrinsurance.com.sg/static/products/pdf/starr_sg/Product%20Brochure_20191121%20(with%20addon).pdf
